word,var0_embeddings,var1_embeddings,var2_embeddings,var3_embeddings
Virgin,19,23,14,17
gods,17,10,2,0
bad,13,8,11,3
luck,12,1,6,7
Philadelphia,17,23,21,10
gender,15,12,1,6
Casablanca,21,9,13,19
lie,4,7,20,13
dreams,17,17,23,9
records,3,19,9,5
larger,7,22,24,20
Statue,11,15,12,15
Liberty,11,15,6,24
Chilean,11,9,13,4
coup,0,1,22,1
revolt,15,20,6,17
Italians,15,18,19,15
Monaco,9,2,4,23
Scotland,18,10,17,15
ballet,17,23,13,15
recommended,6,14,7,7
Nero,15,9,16,17
ill-fated,2,9,15,17
Willy,6,17,13,16
Federal,13,22,15,17
hermit,11,24,24,11
crabs,6,12,0,7
alternative,6,7,7,7
June,0,3,1,10
legendary,17,17,13,0
digital,7,22,0,20
heavily,11,23,1,17
caffeinated,19,18,12,24
electoral,24,14,21,13
Hass,11,6,12,24
Hills,5,22,7,5
pronounced,22,12,0,10
outer,0,0,6,7
related,22,14,0,19
Thing,17,22,3,5
designer,8,17,13,8
millions,1,11,15,22
doll,18,16,13,15
sell,6,8,21,3
1959,13,2,17,16
piece,11,12,16,20
Alexandra,5,14,0,7
Josie,0,22,9,5
Pussycats,0,14,4,1
Sydney,22,23,17,23
VCR,12,1,4,20
Capp,16,9,23,0
joined,17,17,19,8
Pass,9,18,4,3
coastline,9,10,4,9
measured,22,14,1,24
stocks,3,4,4,23
monitor,3,19,0,19
keeps,2,12,1,17
labels,12,21,12,24
admit,15,12,6,17
interview,3,12,1,7
felt,19,11,19,8
stops,0,5,4,7
Pit,18,10,10,16
Pendulum,10,18,4,9
Wonderland,24,6,12,21
197,16,16,17,1
hook,12,12,7,7
toys,16,10,14,8
soldier,1,15,15,0
data,18,19,17,22
engineering,8,10,17,8
Miami,10,10,19,16
Six,0,10,10,22
Rubik,12,0,5,7
Cube,7,0,7,20
picture,15,7,20,2
healthy,24,20,6,24
Indonesia,16,17,13,8
Englishman,15,6,1,6
programming,1,10,0,10
incident,6,14,6,7
Eisenhower,8,10,14,22
Khrushchev,19,3,21,22
Gang,22,12,6,24
whale,2,12,20,2
thrilled,15,7,20,14
cricket,18,16,21,2
Marley,12,3,1,17
limit,19,23,15,17
starts,2,15,18,15
Hawks,0,14,21,23
unique,20,21,7,7
Taj,2,18,20,19
jump,12,23,12,24
cry,12,5,7,5
arma,7,24,22,19
ad,0,5,7,8
Town,3,12,7,5
coconut,20,20,12,24
growth,7,13,18,4
Costa,9,10,2,8
Rica,21,10,4,8
currency,11,18,15,18
worms,11,12,1,21
correctly,22,1,7,7
liner,19,21,1,14
continental,18,14,18,20
Judy,20,24,7,24
Garland,6,14,7,16
late,19,23,15,6
Australian,10,15,10,20
youngest,13,16,11,15
equipment,22,22,3,19
toilet,13,0,13,15
Caesar,16,10,14,15
devices,15,3,16,14
Memphis,24,20,12,18
Harrison,19,11,16,19
tune,14,12,20,17
pairs,20,13,24,13
canine,16,23,15,0
Huckleberry,0,17,13,22
guitar,19,8,8,19
attempts,6,20,5,24
Liverpool,2,19,19,23
royal,18,7,20,3
glory,7,5,7,1
Lemmon,24,20,12,2
house,4,2,20,16
mixing,15,9,16,24
vermouth,19,23,12,6
replaced,20,8,21,13
Carol,0,22,7,19
Varian,24,8,18,11
Associates,20,20,11,4
naval,15,10,15,8
1982,17,1,19,15
lies,15,18,12,15
Baltic,3,3,6,19
Computer,13,6,21,8
killing,13,14,24,16
barbeque,19,12,1,21
broadcasting,20,20,18,12
civilization,16,10,17,15
RAM,21,22,3,10
photographer,8,17,13,8
Parker,22,22,7,5
select,0,5,3,7
committee,0,22,7,8
tried,21,19,11,0
fall,11,21,12,12
pages,12,21,21,20
Louisiana,19,10,10,23
Michigan,13,6,11,8
says,19,12,15,17
don,8,11,13,8
major-league,16,19,11,23
wise,19,9,23,17
kiss,8,17,13,0
Trinidad,18,16,4,9
nominated,9,2,18,16
Stock,10,23,2,17
Exchange,19,23,2,19
shared,8,17,11,8
copies,24,21,9,12
fiction,15,12,15,14
1958,14,1,6,19
marrow,5,0,0,11
Leon,10,2,10,14
Uris,23,3,16,13
count,19,11,15,15
chip,1,12,1,1
usually,15,12,1,18
Rick,22,12,1,17
rank,20,8,11,13
among,20,0,24,7
helium,4,15,5,3
Iraq,9,15,18,3
Napoleon,15,9,1,17
expectant,18,13,18,24
Rockefeller,8,24,11,13
files,3,22,3,20
whisky,11,15,12,2
E.,10,19,10,19
soup,8,16,13,0
Wild,17,16,23,8
Bull,17,19,10,0
let,7,0,11,10
lightning,22,1,0,1
Indiglo,6,12,1,12
importer,4,15,19,23
Mills,0,22,4,5
leads,16,23,15,17
Trek,4,8,13,12
social,22,22,1,5
security,7,22,6,19
account,7,14,24,12
annual,13,15,21,9
experts,3,3,2,14
Native,22,1,0,20
stretch,14,12,1,1
Representatives,9,2,20,13
slave,7,12,1,7
lung,3,24,22,16
reading,21,17,13,22
impress,22,0,0,7
active,20,14,21,16
honorary,8,8,10,9
rooftops,5,5,0,7
spaces,8,13,24,24
senator,8,23,11,8
epic,19,23,15,15
competition,11,1,6,17
toes,15,12,1,24
figures,22,22,3,23
Chappellet,20,2,18,4
vineyard,24,2,11,20
Jews,15,7,12,3
WWII,13,15,21,16
Capital,9,7,19,23
Place,9,16,19,9
Lloyd,22,12,5,19
Helens,10,14,10,20
erupt,11,14,21,16
16,12,21,7,7
Gilbert,22,11,1,15
conditioning,6,22,1,7
boys,4,14,21,11
pink,7,12,0,7
steal,10,8,20,3
attraction,12,12,4,17
Hermann,24,6,14,15
M.,22,11,15,17
mosquito,11,15,1,6
articles,19,20,2,24
constitution,15,1,1,17
Ella,12,22,7,10
bull,8,22,24,10
pronounce,22,1,0,23
armed,4,15,10,3
Windsor,9,16,4,23
Jogis,14,12,23,14
postage,18,18,8,7
printing,9,2,21,23
55,22,1,7,1
cane,11,12,1,19
sugar,19,12,1,24
e.g,12,22,24,23
opposite,8,22,4,7
12-hour,3,3,1,20
marijuana,4,14,7,11
diamonds,16,18,19,0
Falklands,20,21,18,13
1979,8,16,19,3
DNA,8,22,14,1
equation,8,16,13,23
E=mc2,7,1,24,1
Scotch,15,18,12,2
closed,22,5,7,5
condition,22,12,0,19
check,22,23,9,7
blacks,13,2,10,20
neon,20,8,13,13
lethal,1,12,0,24
injection,1,1,1,1
broken,23,4,21,1
constructed,7,21,10,7
percent,10,21,24,3
Bulls,19,8,10,18
Revolution,6,0,21,20
deals,11,20,16,18
mouse,12,12,0,1
Capone,16,22,4,19
heroine,21,19,11,0
Scruples,17,8,21,10
Bobby,16,16,2,23
Beetle,11,23,15,24
spins,14,12,0,6
1797-185,8,2,4,3
Homer,13,17,11,15
Hole,10,5,19,14
W,8,22,13,13
Marciano,6,22,6,10
fit,8,8,17,24
background,0,19,4,8
Nile,9,7,10,13
mentor,17,10,11,8
style,5,0,0,7
sort,15,12,5,12
triangle,12,8,10,13
Kalahari,10,10,10,9
500,13,0,7,10
Pepsi,6,12,1,12
Egypt,15,6,1,17
Ranger,19,22,15,0
Yogi,17,17,14,22
idealab,23,5,0,11
lips,19,23,1,0
special,8,19,11,8
fired,21,16,21,0
communist,4,17,23,8
Hungary,18,23,14,7
Phoenix,10,12,21,16
revolve,24,2,13,7
shows,15,7,16,17
touching,15,9,1,14
literature,19,23,3,17
Renaissance,13,10,14,10
sailors,4,18,20,18
Crokinole,13,24,21,13
processor,12,13,24,20
details,3,19,22,3
yards,10,15,6,14
orange,14,12,1,0
juice,19,23,12,24
terry,0,14,5,1
handheld,1,1,7,21
tells,15,12,15,17
Wonders,14,6,16,14
Scouts,7,5,7,5
Rhett,24,20,11,13
leaving,20,0,24,24
Anthony,12,22,7,7
stains,5,5,1,7
Frankenstein,24,8,13,16
loved,19,12,15,0
Gordon,15,23,2,14
besides,19,23,2,17
Dale,21,17,15,17
Browns,0,19,23,0
Cathedral,19,23,3,21
on-line,5,16,22,20
gallons,13,21,6,20
themselves,20,6,11,24
PLO,11,14,24,13
steamboat,11,11,15,2
differences,7,1,24,7
frozen,11,15,12,24
Sarge,15,11,19,14
snail,1,3,1,21
typist,20,13,10,12
holidays,15,11,12,17
dextropropoxyphen,9,21,9,11
napsylate,22,11,5,14
tourism,18,10,4,8
Winnie,22,11,1,17
Pooh,14,11,16,21
distinction,23,22,0,7
5th,0,4,8,13
assassination,24,10,15,0
costume,18,19,13,0
glove,20,0,21,7
Salonen,6,21,9,19
corporation,13,22,11,8
7-Eleven,21,17,8,8
tribe,8,10,23,0
pole,22,11,6,6
per-capita,13,24,24,16
Colombia,20,14,24,8
bar,22,1,3,0
Mars,2,20,5,2
labor,18,8,21,8
goat,24,2,10,12
flows,4,7,2,16
cheese,13,2,10,15
Races,1,11,15,17
birthplace,9,7,4,16
rating,13,21,13,12
loss,10,7,20,16
danced,17,11,11,0
Amazon,7,8,24,20
Yellow,10,18,19,23
Victorian,18,17,17,15
likes,21,17,13,8
Margaret,0,0,7,5
Monet,17,18,15,24
seventh,22,19,1,18
cousins,11,11,23,17
interesting,6,12,1,7
Saturday,22,15,12,6
Live,10,11,2,12
cases,14,7,22,7
depression,3,1,0,1
Hepburn,19,11,12,15
Clay,19,15,20,14
19th-century,17,8,3,17
Lebanon,24,23,14,17
Patricia,21,17,14,17
kidnaped,21,19,8,8
Iron,19,17,13,0
nowadays,3,5,24,7
deal,0,22,1,8
Ice,19,16,4,17
Army,5,22,6,5
sergeant,6,3,6,5
dialing,18,17,18,23
900,20,2,24,20
740-TREE,10,24,23,16
Marco,15,15,20,15
manufacturer,13,8,14,8
vehicles,22,1,6,6
Milton,19,23,2,18
1948,13,16,19,15
Project,12,2,11,13
Sir,2,24,17,16
Edmund,9,15,10,2
decathlon,8,8,11,13
twice,19,11,1,17
credited,13,17,15,18
province,9,2,4,16
silver,13,2,18,16
gallon,4,15,17,3
ton,7,21,24,7
Clinton,3,18,15,15
Bette,19,11,23,13
Davis,10,11,2,15
youngsters,0,22,11,23
proud,3,1,8,5
narrates,8,17,13,8
Treasure,10,11,12,17
satellites,11,1,22,1
front,6,8,6,24
Delaware,22,22,1,8
engineer,8,17,14,8
P.T,21,22,21,22
Barnum,22,22,4,23
diminutive,22,11,3,17
Fantastic,17,17,21,8
boxes,22,23,1,0
sculpture,12,15,5,24
Person,21,17,13,21
Lucy,16,17,13,13
Peanut,17,23,12,17
lawyers,20,2,11,8
Piggy,16,19,23,15
plane,13,17,13,8
Lite,19,15,14,21
east,9,2,20,3
First,22,22,7,1
trilogy,24,10,12,22
layer,19,14,16,24
pressure,22,20,6,17
Communist,16,16,14,8
Party,8,19,23,17
innings,24,0,11,13
fat,7,12,7,24
surname,0,19,14,10
hardest,19,12,6,17
Heaven,0,17,7,5
housewife,18,17,21,8
etc,21,23,0,22
skin,5,12,1,7
1966,24,15,20,24
Mighty,11,22,22,1
Huston,24,12,1,2
Humphrey,22,11,15,13
Bogart,13,9,15,19
meter,22,12,1,20
weeks,0,8,11,13
Dam,9,2,8,16
silent,24,23,1,0
singular,15,1,1,17
Tammy,0,3,6,19
saltpeter,11,4,6,17
truth,19,23,23,15
ham,7,14,0,7
Hibernia,18,18,22,23
Beethoven,15,15,12,24
Hoffman,17,17,21,17
borrow,0,22,7,22
since,13,8,11,3
attempt,4,23,15,13
Munich,24,6,12,24
agency,13,17,11,8
responsible,8,10,13,8
rabbit,15,18,15,24
Jacques,19,11,15,0
Cousteau,17,6,15,18
bank,2,11,1,17
Dutch,22,18,3,17
remain,7,0,5,7
club,0,10,21,13
length,13,8,10,13
T.S,14,14,24,4
bed,10,9,16,13
;,0,8,17,15
Love,10,24,13,13
gymnastics,20,8,21,20
inaugurated,8,17,14,17
Boston,0,22,7,10
introduce,15,23,16,17
cocktail,15,12,12,15
Chile,18,2,18,16
pictures,7,2,9,7
McKinley,9,7,22,9
holes,6,8,13,20
tenpin,18,0,23,2
bird,15,23,1,18
location,9,10,19,9
phenomenon,1,18,15,17
1999,24,8,20,4
Norway,17,23,14,0
various,14,9,16,0
dating,11,12,2,6
crystals,15,18,1,24
anthem,7,14,9,16
cotton,2,7,4,3
Fort,3,15,2,15
Knox,3,15,20,2
bread,19,16,23,0
ends,4,15,16,3
dogs,24,12,1,12
CD,14,15,22,20
NNS,22,18,19,2
groups,17,17,17,22
areas,4,10,4,8
Force,19,18,3,17
raid,24,8,21,0
scientists,6,21,7,11
Bay,16,10,17,9
There,17,10,11,8
Line,10,17,13,8
panel,20,21,6,13
cans,13,0,18,7
1951,16,2,4,16
Ernie,16,17,11,10
Doonesbury,21,8,11,8
sled,4,15,24,16
existence,3,1,2,17
ash,10,7,19,2
diameter,12,15,3,24
shouldn,23,1,0,7
table,13,13,11,12
18,20,0,11,3
havoc,8,19,13,8
Palmer,17,17,15,22
draw,9,10,17,3
statues,15,18,2,15
monarch,8,10,14,8
Dolly,19,17,8,15
Parton,17,17,13,0
Nelson,17,17,13,0
Bakery,24,9,23,17
muscles,20,13,21,7
poll,3,20,1,17
Woodpecker,17,4,23,22
peanut,23,5,4,2
cookies,7,12,7,7
better,10,20,16,17
tin,15,15,1,14
valuable,11,23,1,17
resource,22,1,7,17
math,22,19,7,22
Sierra,9,18,2,14
across,22,11,1,17
Peace,7,20,9,8
donated,19,19,4,1
finger,19,23,15,0
Supreme,6,14,24,20
issue,7,24,11,20
Coca-Cola,19,18,1,17
acne,16,20,1,17
supposed,22,12,1,6
genetics,1,5,7,22
Ball,18,16,23,9
premiered,11,6,16,16
mix,24,20,12,24
land,20,14,21,3
changed,6,21,7,16
swap,0,19,4,23
Gettysburg,0,10,21,17
primary,17,15,1,0
rotary,8,17,13,0
Connecticut,2,7,6,19
employee,19,22,1,17
Belushi,24,6,15,24
Basketball,24,8,21,3
Tennessee,6,21,9,12
steel,24,20,6,12
traditional,15,1,6,24
1853,22,9,14,2
virtual,7,21,0,1
IP,12,5,7,7
holiday,24,21,12,3
caught,11,12,6,11
collection,13,23,17,0
suffer,19,23,2,14
sailor,11,12,1,18
1985,24,23,3,19
Choo,0,1,6,3
trying,0,19,0,1
rent,8,14,11,3
prayer,24,20,20,2
chances,24,20,24,13
pregnacy,20,20,11,16
penis,20,8,21,13
penetrate,4,13,10,16
vagina,20,13,10,16
clip,8,8,13,0
Lewis,2,24,9,14
medals,13,17,11,0
Jordan,10,8,11,3
Some,22,23,1,18
September,24,21,6,5
addresses,3,19,9,7
o,20,24,18,20
'clock,11,7,24,7
athletes,20,0,11,4
condiment,15,12,12,24
Rolling,1,1,22,20
pyramid,8,17,11,17
Nations,6,0,24,5
feudal,5,16,22,1
seas,9,5,20,23
practice,20,8,21,3
Cuba,6,14,22,19
Gourd,24,13,18,24
Brazilian,0,21,0,21
Thanksgiving,22,12,7,5
singles,14,21,22,18
rear,22,1,1,0
Dicken,9,2,18,16
alphabetical,4,2,20,23
category,22,1,6,5
Edith,3,1,0,19
Bunker,0,22,4,5
1971,13,17,13,15
revolutionaries,6,0,9,24
storm,7,21,6,11
Stephen,19,23,23,15
pets,2,12,5,24
Maurice,13,9,21,15
mystery,5,5,7,7
Triangle,12,14,6,20
Comes,16,4,1,21
da,2,2,15,15
grooves,20,8,13,20
dime,8,24,24,15
Cooper,22,22,21,10
agree,21,17,15,8
underwater,8,10,13,8
Girl,17,17,14,8
neurosurgeon,6,14,7,11
mayonnaise,2,18,12,14
doubles,11,1,15,15
emperor,11,12,0,11
print,1,21,1,21
Shevardnadze,8,19,17,17
M,23,0,9,22
People,10,10,19,15
surfing,18,7,20,23
Marshall,12,12,9,7
Astaire,0,17,13,13
1941,13,17,13,16
You,17,22,13,8
Get,18,16,21,8
generator,7,22,7,7
relations,13,20,21,7
candy,5,12,1,7
celebrity,8,17,14,23
Do,17,22,13,8
Believe,0,22,13,10
half,19,17,15,8
gestation,20,20,24,16
deodorant,19,23,1,0
resistance,8,22,14,8
Brandenburg,13,2,10,16
gate,8,2,16,16
Stefan,15,7,19,16
Edberg,15,16,20,16
Crown,13,8,14,22
golden,13,17,13,8
Anything,16,16,18,23
Fraze,24,6,5,24
Gulliver,9,15,18,9
vowel,15,1,1,17
walls,22,14,1,19
fine,11,20,20,12
Cool,6,21,21,7
Pascal,11,21,0,5
We,19,12,1,17
sizes,12,21,24,20
wears,15,3,8,14
Hand,5,0,7,5
rows,20,2,17,13
Victor,16,10,20,5
debate,8,10,11,8
FBI,3,22,22,11
contest,22,2,18,16
disk,7,2,5,12
arch,18,10,21,3
helicopter,21,22,3,8
partner,19,9,11,8
Simpson,13,0,13,3
hazmat,12,14,6,7
centers,24,20,6,24
diabetes,7,21,7,1
citizen,8,17,4,8
proposition,1,14,7,7
really,15,7,20,2
swimmer,18,16,13,22
Beanie,12,0,5,11
Zealand,13,21,13,4
imposed,15,23,19,20
costs,6,12,1,7
Kings,10,7,4,9
nautical,5,21,4,3
parents,4,19,4,5
opened,9,19,10,15
Aldrin,16,10,4,23
Yukon,15,7,22,14
tools,16,4,19,21
station,15,20,2,18
iron,15,15,16,24
Kafka,1,12,5,24
voting,19,23,23,17
Awards,13,17,11,8
habitat,9,2,4,9
Amtrak,9,2,9,13
rail,9,5,17,16
stations,8,10,13,10
tend,22,12,1,24
action,0,22,21,5
pearl,10,20,12,24
drinking,22,12,7,11
restore,7,13,21,24
dinosaur,15,7,15,15
problems,4,7,4,23
hours,15,21,1,24
Simon,2,6,2,14
Q,3,12,7,20
wash,6,20,1,15
all-time,13,8,23,13
Cash,11,12,12,21
Darth,21,8,23,10
Vader,21,17,2,10
Roy,22,11,2,0
smoking,6,0,7,7
becoming,2,7,6,1
hike,10,13,11,13
entire,4,2,10,13
controls,21,17,3,19
Archie,16,17,23,0
statement,22,14,6,11
compared,8,17,15,19
dealer,22,23,0,19
journalist,16,8,13,8
dropped,24,23,12,24
Worlds,17,17,13,10
teenager,20,17,21,15
flavors,20,8,12,12
Nostradamus,12,13,24,16
advertises,1,18,2,21
Martha,16,17,10,17
son-in-law,16,19,14,22
Jolson,16,9,13,19
Flying,17,17,13,10
Ten,13,17,11,8
Commandments,18,13,21,3
sundaes,0,12,1,7
Oklahoma,3,7,20,19
hunting,11,4,15,0
flew,13,17,13,18
stationed,13,17,21,8
database,18,15,13,20
ruin,11,12,1,6
Andrews,0,16,11,10
Canyon,10,19,19,15
Rights,6,2,19,5
graders,10,1,16,2
Myrtle,22,12,12,6
Holy,13,8,23,8
Operation,5,15,22,3
Singing,17,11,23,23
Nun,16,17,14,8
martinis,0,3,0,19
beginning,13,8,11,8
athlete,8,11,15,15
Period,13,0,13,13
Mau,16,7,20,13
hurricane,19,12,0,1
modern,19,23,15,18
calcium,7,1,7,24
Gatsby,19,4,15,18
husband-and-wife,17,10,11,0
faith,8,23,11,8
pineapple,15,12,12,24
park,9,5,19,15
second-most-used,12,20,15,14
pins,18,0,11,7
Louie,24,2,20,16
clubs,20,14,21,13
hungry,7,1,7,1
7-minute,0,14,9,10
Wheatfield,1,19,21,9
Crows,17,4,23,9
nonconsecutive,0,8,15,18
spiritual,17,10,23,8
crazy,22,22,13,8
Cruel,21,10,14,9
Shoes,19,23,8,19
vegetation,24,13,24,20
lustrum,9,8,24,13
ticket,24,20,11,7
Cairo,24,21,13,13
Barbados,13,21,13,2
Naseem,21,8,23,10
Hamed,8,19,14,17
ejaculate,20,8,10,24
24-disc,13,1,0,2
Gabel,3,7,6,2
Entertainer,22,12,12,21
Hohenzollerns,23,3,0,21
kite,0,22,7,1
ticklish,12,14,22,22
Poor,2,6,20,14
Cow,19,11,12,17
Ghana,0,17,14,8
Jaco,6,8,21,13
Pastorius,20,8,11,20
moral,15,12,1,24
wants,15,12,16,6
gets,2,23,1,17
cables,20,8,24,7
Mac,7,13,12,20
rugs,18,7,22,3
rocket,17,23,1,0
Surveyor,3,12,16,2
Sonny,19,11,11,19
Liston,16,22,23,17
succeed,8,0,3,8
bubble,0,5,0,1
wrap,6,12,1,7
USB,21,8,24,21
auto-commentary,14,1,3,1
Dennison,13,2,11,13
alveoli,5,0,0,2
basic,15,23,20,21
strokes,19,12,20,0
wingspan,20,8,24,13
condor,2,2,18,20
280,22,11,17,18
buffalo,8,8,14,0
crew,19,17,1,0
pens,16,4,8,13
Beers,19,12,12,17
X-Man,16,9,13,1
ridge,10,2,22,2
eastward,23,7,4,20
westward-flowing,15,19,19,15
Carrier,22,1,1,14
fossilizes,16,6,5,0
coprolite,19,15,15,6
impenetrable,15,6,0,2
fortifications,15,6,2,2
frontier,6,1,15,17
Chivington,5,5,5,5
sacred,10,7,4,22
elevation,3,7,2,3
Britney,12,0,10,13
Spears,10,0,11,16
magenta,14,20,1,14
referring,3,1,20,14
it-,17,1,12,21
Marijuana,7,3,7,11
tackle,17,17,15,0
Eagles,17,4,21,0
XV,16,11,3,0
effective,7,22,1,1
protecting,7,1,6,5
Ty,16,7,20,3
Cobb,4,2,2,3
crosstalk,14,22,9,7
relate,3,22,7,10
InSb,0,21,0,1
thickness,19,21,6,19
infrared,7,21,7,7
detectors,7,12,6,7
tonsils,23,0,0,22
stuck-out,18,3,10,16
friendly,18,10,4,23
bid,1,12,6,17
Lund,9,15,19,16
iron-covered,19,12,19,14
publisher,2,10,17,20
Now,22,12,6,6
discontent,3,1,23,24
FCC,22,3,22,10
Newton,23,5,7,5
Minow,12,12,5,11
1961,7,21,0,1
Panther,24,11,6,17
Kythnos,0,24,4,5
Siphnos,20,3,0,3
Seriphos,0,12,4,11
Mykonos,0,12,4,11
chronic,17,20,23,14
constipation,19,1,1,14
symptom,17,12,1,14
extinct,11,18,12,17
Ugly,16,11,14,15
Duckling,17,17,23,21
Agra,5,14,4,19
migrates,11,21,0,18
theatrical,5,10,20,16
Roaring,9,5,22,9
Forties,14,18,18,15
video-game,16,10,15,15
hardware,4,23,21,8
monarchy,9,10,22,3
chancery,12,22,4,7
Tailors,5,3,22,7
mythological,11,6,15,12
proficient,22,6,20,18
eligible,8,19,17,8
Roller,17,16,8,8
spermologer,21,6,14,10
chromosome,20,13,13,13
necessarily,8,23,3,8
consecutively,13,8,17,18
Camptown,10,20,21,9
Racetrack,24,13,10,16
anti-AIDS,1,23,12,24
fascinated,11,15,6,17
experimenting,14,18,0,24
neurasthenia,14,4,22,24
BladeRunner,1,3,5,24
CDs,20,21,13,20
Garth,6,24,18,3
funded,3,22,7,1
Oop,13,17,15,10
Moo,0,11,11,17
most-used,1,15,20,18
perfectly-developed,22,22,17,10
dipsomaniac,15,15,16,18
crave,15,12,1,14
typhoid,22,14,0,19
Karl,15,12,5,24
Madsen,11,7,16,24
Vocal,12,0,9,20
Sampling,0,5,9,5
marl,5,12,0,11
mineral,19,23,1,1
myth,15,7,22,16
voices,19,10,13,0
Twain,9,10,22,9
Forests,10,5,2,9
silkworm,15,13,15,6
moth,2,23,1,2
domestication,11,1,15,24
compiled,13,10,3,23
won-lost,18,8,23,9
relationship,12,22,7,7
bingo,5,14,21,5
Sharon,15,20,1,14
Schwarzenegger,1,12,15,24
robbers,15,6,16,2
1930s,20,20,21,16
cows,9,2,10,15
R,2,22,20,23
factors,7,21,6,7
teen,7,12,1,11
Spartanburg,22,5,7,19
Guernsey,9,15,4,15
Sark,23,19,4,9
Herm,23,18,10,15
mare,10,7,20,22
nostrum,8,5,17,22
sitcom,15,20,16,6
Alyssa,11,6,0,14
Milano,2,21,22,21
Danza,2,12,16,24
cuckquean,23,12,9,7
Bernoulli,5,22,6,5
Principle,12,12,9,5
fifth,0,1,24,16
sense,23,0,24,7
Hamilton,0,8,11,10
Crimean,5,6,0,14
snack,15,12,1,24
ridges,15,6,2,17
Nordic,10,18,22,14
melancholy,17,9,15,18
Dane,21,17,15,8
Teflon,6,0,1,10
pan,5,0,1,7
Swing,0,11,13,21
miniature,15,18,1,2
Tampa,22,20,1,3
beers,19,11,2,19
tornadoes,23,21,6,7
blend,15,15,5,24
herbs,15,15,1,24
spices,15,18,12,24
Romania,15,5,19,4
wart,5,5,1,20
Christopher,4,10,20,3
Guam,16,15,19,23
feeling,19,20,1,17
Mayan,10,10,4,2
thefts,4,2,22,15
bucks,7,12,24,7
nylon,6,13,10,24
stockings,20,2,10,3
values,7,21,7,7
fingernails,16,4,1,0
Olivia,21,11,13,17
Havilland,13,9,8,10
SHIELD,8,18,24,9
Diana,12,0,20,13
Dennis,19,17,15,15
Menace,16,11,17,8
costliest,15,12,16,6
disaster,1,12,12,18
industry,24,21,15,21
faced,24,1,6,14
banking,6,14,7,7
wasn,19,12,6,6
Indianapolis,4,5,20,15
yet,15,12,16,12
zoo,9,2,4,2
premier,1,17,11,17
chickens,11,12,0,19
chicks,7,1,1,1
Uruguay,21,18,4,3
amezaiku,24,1,1,17
vice,21,22,15,8
KDGE,15,18,22,23
conjugations,15,8,2,6
woke,19,11,20,6
Winston,16,17,15,22
Sinemet,22,4,23,2
slow,7,12,7,1
aging,12,12,1,24
Iraqi,20,6,6,3
Knight,24,11,16,6
Ridder,15,9,15,2
fire-and-brimstone,17,19,23,9
monk,8,8,13,0
burnt,13,19,4,0
stake,19,23,14,8
Sleeping,9,6,10,20
acres,20,14,11,20
Cody,13,17,11,0
destination,9,21,16,16
Grapes,4,16,10,23
Wrath,23,7,2,9
corridors,20,13,9,16
Pentagon,20,21,11,16
debt,8,8,11,15
claiming,20,2,11,16
bankruptcy,13,2,21,9
mustachioed,17,9,15,0
Frankie,0,17,13,13
Makepeace,24,15,12,6
Thackeray,15,12,19,6
Kubrick,24,12,12,2
Douglas,10,5,18,3
McArthur,16,24,19,5
recalled,9,5,22,16
Pound,17,10,23,18
depended,8,23,11,22
quarts,10,8,1,24
needed,6,20,6,3
threat,11,12,6,17
otters,11,12,1,2
fabric,5,21,1,7
entries,13,19,21,8
1669,13,23,4,9
sine,7,22,22,5
Braille,5,10,4,12
things,22,12,0,5
RCA,12,8,14,21
advised,21,23,13,8
listeners,8,10,11,8
Chevrolet,13,22,11,0
McQueen,11,11,5,6
G.,22,11,5,17
Cincinnati,24,20,6,18
four-volume,0,17,10,22
shipment,13,19,15,19
Spice,15,12,12,14
Angelus,5,12,22,5
archenemy,16,19,15,17
DiMaggio,24,0,11,7
compile,4,21,11,13
56-game,18,14,11,13
streak,24,20,24,13
frogs,15,11,23,2
punishment,22,23,1,0
Die,18,17,13,17
Hard,13,23,13,8
Wassermann,15,9,15,2
specific,3,18,2,24
Sweet,17,23,23,17
Pea,17,10,23,5
suffrage,13,20,11,7
5.9,10,5,20,14
Child,13,15,13,19
Deadwood,19,10,15,0
taught,21,22,11,0
Matt,19,17,21,0
Murdock,16,22,11,8
extraordinary,15,10,15,17
abilities,17,10,2,8
VDRL,7,5,22,11
owning,17,10,8,17
Herbert,23,2,2,16
capitalism,6,5,7,7
Max,12,22,7,5
Weber,7,22,6,7
photographs,3,5,1,7
goodness,19,23,1,0
crypt,13,23,21,0
beneath,8,16,13,1
rotunda,16,17,11,0
travelers,18,17,17,17
afraid,15,12,6,17
Getting,23,23,18,3
Married,18,16,18,3
Today,2,16,18,3
nearest,10,5,19,9
bowler,19,15,15,14
facing,11,6,6,24
37803,11,18,14,14
3-pin,14,18,12,11
on-the,14,1,0,6
D.H.,1,12,1,6
Tenderness,1,18,15,14
Keck,16,2,4,22
telescope,18,2,4,2
writ,3,12,5,18
Maggio,16,19,23,0
heliologist,19,0,20,14
cleaner,8,16,3,3
Mia,18,11,23,17
Farrow,21,19,17,5
bible,1,1,20,0
boxcars,22,14,0,20
Grace,14,20,6,15
Metalious,24,18,16,11
Chance,7,22,22,23
Animals,14,5,22,1
Mile,3,15,2,15
Fahrenheit,7,24,24,7
centigrade,20,24,5,7
microprocessors,12,0,4,1
microcontrollers,7,0,4,10
shrubs,15,20,1,24
Johnnie,13,17,13,15
Walker,10,0,11,13
Label,13,8,12,20
Sutcliffe,16,8,14,4
